Enschede, The Netherlands	@SchiphorstJ @textowntigers @GemeenteLosser @hallolosser Want Indian Dutch voldoet niet meer ?
The Netherlands, Enschede 	@varik77 Hahahaha hey hallo Mar! Gaat lekker hè.
Enschede, Nederland	Hahah serieus he..... het word nu wel heel erg droevig daar in Rotterdam. #fctwente #spartarotterdam #hiephiephallo https://t.co/jwFcCDyzNj
Enschede, Nederland	@murt52372093 hallo maak gwn je batterij op en ft met mij
Enschede	@HvanSchie Ja hallo, zit ik te oefenen met Photoshop, kan het hier mee..... 😭😉
Enschede, Nederland	@mitch_holt hallo doe eens normaal
Enschede, The Netherlands	https://t.co/7zbAC8tqpe Jongeneel zet ‘megagrote stap’ in ketenstandaardisering ‘Dag doolhof, hallo logica’\nDe bouw… https://t.co/q7MqbpYxSA
Enschede	@HallohalloRene @LavieJanRoos Leraren gaan ook niet in het weekend actie voeren
Enschede, Nederland	@metro54stan hallo is fk leuk wat zeg jij
Enschede	@Timma895 @9SILLY hallo wij snappen dit verhaal niet, groetjes.
Enschede	@CarineCrutzen Ja hallo, hoe moet ik dat weten?
Enschede	@estheroost48 @2016thereishope @thierrybaudet @THiddema Ja hallo waarom stuur je me tweets van @ANanninga van jaren geleden?
The Netherlands, Enschede 	RT @lsvlieger: Uhm hallo @NOS dus jullie gaan gewoon niks vertellen over de demonstratie tegen racisme? Wauw...
Enschede	@ienapiena Ik zie in Pippi haar blik : hallo ik wil niet alleen in huis zijn
Enschede The Netherlands	@analons @lydiasmits @xxxjettexxx @BoswachterFrans @Meerepeer @DhrRonny @p_dielis @peterstafleu hallo, ff wat blade… https://t.co/NvWqMGTzNh
Enschede, Nederland	@koningsveld @Imamofpeace Super👍 zeg effe hallo tegen hem veel respect voor de @Imamofpeace 🙏 ( jaloers :)
